Position Title,Agency,Location,Grade,Salary Min,Salary Max,Job Code,Opening Date,Closing Date,Job URL
Food Service Worker,Veterans Health Administration,"Muskogee, Oklahoma",WG,19.89,23.21,7408,2025-10-22,2026-09-30,https://www.usajobs.gov:443/job/848653300
Food Service Worker,Veterans Health Administration,"Oklahoma City, Oklahoma",WG,18.95,22.09,7408,2025-10-29,2026-09-30,https://www.usajobs.gov:443/job/849106300
Food Service Worker,Veterans Health Administration,"Portland, Oregon",WG,24.59,28.68,7408,2025-12-09,2026-09-30,https://www.usajobs.gov:443/job/851930300
Food Service Worker,Veterans Health Administration,"Sheridan, Wyoming",WG,20.64,23.87,7408,2025-12-03,2026-09-25,https://www.usajobs.gov:443/job/851524700
Gastroenterologist Physician (Regular Ft),Veterans Health Administration,"Huntington, West Virginia",VM,300000,400000,0602,2025-10-10,2026-09-30,https://www.usajobs.gov:443/job/847964200
HEALTH TECHNICIAN (OPHTHALMOLOGY),Veterans Health Administration,"Nashville, Tennessee",GS,55328,71932,0640,2025-10-06,2026-09-25,https://www.usajobs.gov:443/job/847571900
Health Technician (Hearing Instrument Specialist,Veterans Health Administration,"Marion, Illinois",GS,40736,59031,0640,2026-02-02,2026-12-31,https://www.usajobs.gov:443/job/856234800
Health Technician (Hearing Instrument Specialist),Veterans Health Administration,"Gaylord, Michigan",GS,40736,59031,0640,2026-01-15,2026-06-25,https://www.usajobs.gov:443/job/854679500
Health Technician (Hearing Instrument Specialist),Veterans Health Administration,"Marion, Illinois",GS,40736,59031,0640,2026-02-02,2026-12-31,https://www.usajobs.gov:443/job/856237800
Health Technician (Hearing Instrument Specialist),Veterans Health Administration,"Pensacola, Florida",GS,40332,58445,0640,2025-12-01,2026-09-30,https://www.usajobs.gov:443/job/851202600
Health Technician (Hearing Instrument Specialist),Veterans Health Administration,"San Antonio, Texas",GS,40142,58174,0640,2025-10-06,2026-10-02,https://www.usajobs.gov:443/job/847467600
Health Technician (Hearing Instrument Specialist),Veterans Health Administration,"Sioux Falls, South Dakota",GS,40736,59031,0640,2026-01-29,2026-07-29,https://www.usajobs.gov:443/job/855880400
Health Technician (Hearing Instrument Specialist),Veterans Health Administration,"Sioux Falls, South Dakota",GS,40736,59031,0640,2026-01-29,2026-07-29,https://www.usajobs.gov:443/job/855880500
Health Technician - Emergency Department,Veterans Health Administration,"Dallas, Texas",GS,48877,63537,0640,2025-10-09,2026-10-08,https://www.usajobs.gov:443/job/847857100
Healthcare Engineer,Veterans Health Administration,"Memphis, Tennessee",GS,57617,127949,0801,2025-10-14,2026-09-28,https://www.usajobs.gov:443/job/848058700
Healthcare Engineer,Veterans Health Administration,"Northport, New York",GS,130369,169484,0801,2026-06-10,2026-06-24,https://www.usajobs.gov:443/job/855855200
Heath Technician (Hearing Instrument Specialist),Veterans Health Administration,"Johnson City, Tennessee",GS,40332,58445,0640,2025-12-17,2026-09-30,https://www.usajobs.gov:443/job/852631300
Hematology/Oncology Physician,Veterans Health Administration,"Martinsburg, West Virginia",VM,320000,400000,0602,2025-10-09,2026-09-30,https://www.usajobs.gov:443/job/847843400
Housekeeping Aid,Veterans Health Administration,"Denver, Colorado",WG,20.9,24.38,3566,2025-10-29,2026-09-30,https://www.usajobs.gov:443/job/849117700
Housekeeping Aid,Veterans Health Administration,"Grand Junction, Colorado",WG,18.04,21.05,3566,2025-10-29,2026-09-30,https://www.usajobs.gov:443/job/849117300
Housekeeping Aid,Veterans Health Administration,"Muskogee, Oklahoma",WG,17.6,20.54,3566,2025-10-22,2026-09-30,https://www.usajobs.gov:443/job/848640100
Housekeeping Aid,Veterans Health Administration,"Oklahoma City, Oklahoma",WG,18.95,22.09,3566,2025-10-30,2026-09-30,https://www.usajobs.gov:443/job/849218100
Housekeeping Aid - Environmental Services Technician,Veterans Health Administration,"Chattanooga, Tennessee",WG,17.7,20.65,3566,2025-11-04,2026-09-30,https://www.usajobs.gov:443/job/849554700
Housekeeping Aid - Environmental Services Technician,Veterans Health Administration,"Johnson City, Tennessee",WG,18.42,21.5,3566,2026-01-08,2026-09-29,https://www.usajobs.gov:443/job/853907400
Housekeeping Aid - Environmental Services Technician,Veterans Health Administration,"Lexington, Kentucky",WG,18.04,21.05,3566,2026-01-05,2026-06-30,https://www.usajobs.gov:443/job/853598400
Housekeeping Aid/Environmental Services EVS Technician,Veterans Health Administration,"Providence, Rhode Island",WG,17.94,20.95,3566,2025-10-10,2026-06-30,https://www.usajobs.gov:443/job/847937700
ICU fee basis Physician,Veterans Health Administration,"Albuquerque, New Mexico",FB,3200,3200,0602,2026-01-01,2026-12-31,https://www.usajobs.gov:443/job/847434900
INTERMITTENT RADIOLOGIST,Veterans Health Administration,"Columbia, Missouri",AD,300000,400000,0602,2025-11-10,2026-11-06,https://www.usajobs.gov:443/job/849852100
Intermediate Care Technician,Veterans Health Administration,"Carrollton, Kentucky",GS,49960,64952,0640,2025-10-06,2026-09-30,https://www.usajobs.gov:443/job/847548000
Lead Diagnostic Radiologic Technologist (MR),Veterans Health Administration,"Birmingham, Alabama",GS,82083,106704,0647,2025-12-12,2026-09-30,https://www.usajobs.gov:443/job/852356900
Licensed Practical Nurse - Community Living Center,Veterans Health Administration,"Erie, Pennsylvania",GS,46428,80755,0620,2025-11-14,2026-09-30,https://www.usajobs.gov:443/job/850047500
Licensed Practical Nurse - Community Living Center,Veterans Health Administration,"Erie, Pennsylvania",GS,46428,80755,0620,2026-01-28,2026-12-31,https://www.usajobs.gov:443/job/855725700
Licensed Practical Nurse- Long Term Care,Veterans Health Administration,"Aspinwall, Pennsylvania",GS,49090,83862,0620,2025-10-22,2026-09-30,https://www.usajobs.gov:443/job/848635800
Licensed Prof. Mental Health Counselor-Residential Rehabilitation Treatment Programs Counselor,Veterans Health Administration,"Sheridan, Wyoming",GS,76219,119878,0183,2025-12-22,2026-06-22,https://www.usajobs.gov:443/job/853038600
Licensed Professional Mental Health Counselor (BHIP) - EDRP Approved,Veterans Health Administration,"Corpus Christi, Texas",GS,63476,99835,0183,2025-10-16,2026-07-15,https://www.usajobs.gov:443/job/848309600
Licensed Professional Mental Health Counselor (PCMHI) - EDRP Approved,Veterans Health Administration,"McAllen, Texas",GS,61722,97087,0183,2025-09-29,2026-07-15,https://www.usajobs.gov:443/job/846890500
"Licensed Vocational Nurse, Community Living Center, Kerrville TX",Veterans Health Administration,"Kerrville, Texas",GS,48885,88965,0620,2025-12-03,2026-08-07,https://www.usajobs.gov:443/job/851387700
Marriage and Family Therapist (Advanced),Veterans Health Administration,"Columbia, Missouri",GS,89508,116362,0182,2026-01-06,2026-07-01,https://www.usajobs.gov:443/job/853661000
Marriage and Family Therapist (BHIP) - EDRP Approved,Veterans Health Administration,"Corpus Christi, Texas",GS,63476,99835,0182,2025-10-16,2026-10-15,https://www.usajobs.gov:443/job/848309500
Medical Instrument Technician (Anesthesia),Veterans Health Administration,"Las Vegas, Nevada",GS,56515,73475,0649,2025-10-30,2026-09-30,https://www.usajobs.gov:443/job/849192200
Medical Instrument Technician (Cardiac Cath Lab Tech),Veterans Health Administration,"San Antonio, Texas",GS,82154,106806,0649,2026-01-08,2027-01-07,https://www.usajobs.gov:443/job/853644000
Medical Instrument Technician (Echocardiography),Veterans Health Administration,"Martinsburg, West Virginia",GS,63307,82305,0649,2025-11-17,2026-07-08,https://www.usajobs.gov:443/job/850244400
Medical Instrument Technician (Echocardiography),Veterans Health Administration,"Martinsburg, West Virginia",GS,51442,82305,0649,2025-11-17,2026-07-08,https://www.usajobs.gov:443/job/850244500
Medical Records Technician (CDIS Inpatient/Outpatient),Veterans Health Administration,"West Palm Beach, Florida",GS,65735,85460,0675,2026-01-28,2026-06-29,https://www.usajobs.gov:443/job/855555600
Medical Records Technician (Coder Inpatient/Outpatient),Veterans Health Administration,"West Palm Beach, Florida",GS,59515,77366,0675,2026-01-22,2026-06-22,https://www.usajobs.gov:443/job/855002000
Mental Health Nurse Practitioner,Veterans Health Administration,"Batavia, New York",VN,91552,153928,0610,2026-01-29,2026-07-31,https://www.usajobs.gov:443/job/855897300
Nephrologist,Veterans Health Administration,"Huntington, West Virginia",VM,275000,325000,0602,2026-01-21,2026-09-30,https://www.usajobs.gov:443/job/855043500
Nephrologist,Veterans Health Administration,"Martinsburg, West Virginia",VM,270000,290000,0602,2025-12-01,2026-07-27,https://www.usajobs.gov:443/job/851187300
"Nurse (PACT, Outpatient)",Veterans Health Administration,"Astoria, Oregon",VN,95284,160200,0610,2025-10-16,2026-09-30,https://www.usajobs.gov:443/job/848288200
Nurse Anesthetist,Veterans Health Administration,"Sioux Falls, South Dakota",VN,152661,221313,0610,2025-11-18,2026-06-30,https://www.usajobs.gov:443/job/850392200
Nurse Anesthetist (Intermittent),Veterans Health Administration,"Fargo, North Dakota",AD,168134,243733,0610,2025-12-11,2026-09-04,https://www.usajobs.gov:443/job/852207800
Nursing Assistant,Veterans Health Administration,"Charleston, South Carolina",GS,33195,54191,0621,2025-11-13,2026-09-30,https://www.usajobs.gov:443/job/850027800
Nursing Assistant,Veterans Health Administration,"Sheridan, Wyoming",GS,41562,67859,0621,2025-10-29,2026-06-30,https://www.usajobs.gov:443/job/849073800
Nursing Assistant,Veterans Health Administration,"Tomah, Wisconsin",GS,39532,61415,0621,2025-12-19,2026-09-30,https://www.usajobs.gov:443/job/852902500
Nursing Assistant (Open Continuous),Veterans Health Administration,"Jefferson Barracks, Missouri",GS,41700,62253,0621,2025-12-01,2026-09-30,https://www.usajobs.gov:443/job/851188500
Nursing Assistant - Emergency Department,Veterans Health Administration,"Dallas, Texas",GS,37096,60560,0621,2025-11-20,2026-11-13,https://www.usajobs.gov:443/job/850556200
Nursing Assistant - Emergency Department,Veterans Health Administration,"Dallas, Texas",GS,37096,60560,0621,2025-11-20,2026-11-13,https://www.usajobs.gov:443/job/850556700
Nursing Assistant- Community Living Center,Veterans Health Administration,"Aspinwall, Pennsylvania",GS,40021,65343,0621,2025-10-22,2026-09-30,https://www.usajobs.gov:443/job/848634100
Occupational Therapist - Recruitment-Relocation Incentive,Veterans Health Administration,"Tyler, Texas",GS,61111,115213,0631,2025-12-17,2026-07-01,https://www.usajobs.gov:443/job/852658700
PHYSICIAN (Mental Health),Veterans Health Administration,"Bay Pines, Florida",VM,290000,315000,0602,2026-02-03,2026-06-30,https://www.usajobs.gov:443/job/856419000
"PHYSICIAN- PRIMARY CARE COLUMBIA, MO",Veterans Health Administration,"Columbia, Missouri",VM,250000,258000,0602,2025-12-01,2026-11-20,https://www.usajobs.gov:443/job/851181700
PM&R PHYSICIAN (PAIN MANAGEMENT),Veterans Health Administration,"Columbia, Missouri",VM,340000,400000,0602,2025-09-29,2026-09-25,https://www.usajobs.gov:443/job/846923500
PRIMARY CARE PHYSICIAN-WAYNESVILLE,Veterans Health Administration,"Waynesville, Missouri",VM,250000,258000,0602,2025-10-07,2026-09-25,https://www.usajobs.gov:443/job/847699600
PTSD Psychologist - Evidence Based Psychotherapy-EDRP-Recruitment/Relocation Incentives,Veterans Health Administration,"Corpus Christi, Texas",GS,83280,154309,0180,2025-11-03,2026-07-22,https://www.usajobs.gov:443/job/849389800
Pathologist,Veterans Health Administration,"Bronx, New York",VM,250000,400000,0602,2026-01-21,2027-01-20,https://www.usajobs.gov:443/job/855003100
Pharmacy Technician,Veterans Health Administration,"New Orleans, Louisiana",GS,52209,89532,0661,2026-01-23,2026-09-30,https://www.usajobs.gov:443/job/855188100
Pharmacy Technician,Veterans Health Administration,"New Orleans, Louisiana",GS,57819,99154,0661,2026-01-23,2026-09-30,https://www.usajobs.gov:443/job/855188200
Physician (Anesthesiology),Veterans Health Administration,"Miami, Florida",VM,350000,400000,0602,2026-02-03,2026-12-31,https://www.usajobs.gov:443/job/856377600
Physician (Cardiology) Non Invasive,Veterans Health Administration,"Gainesville, Florida",VM,283016,400000,0602,2026-01-20,2026-12-31,https://www.usajobs.gov:443/job/854838600
Physician (Cardiology) Non-Invasive,Veterans Health Administration,"Vero Beach, Florida",VM,319442,400000,0602,2026-01-28,2026-12-31,https://www.usajobs.gov:443/job/855749400
Physician (Cardiology-Non Invasive),Veterans Health Administration,"Cape Coral, Florida",VM,300000,400000,0602,2026-01-28,2026-12-31,https://www.usajobs.gov:443/job/855718700
Physician (Cardiothoracic Surgery) Section Chief,Veterans Health Administration,"Miami, Florida",VM,331326,400000,0602,2026-01-21,2026-12-31,https://www.usajobs.gov:443/job/854926800
Physician (Dermatology Section Chief),Veterans Health Administration,"Albuquerque, New Mexico",VM,385000,400000,0602,2026-01-26,2026-07-27,https://www.usajobs.gov:443/job/855465100
Physician (Emergency Medicine),Veterans Health Administration,"Augusta, Georgia",VM,340000,400000,0602,2025-11-05,2026-09-30,https://www.usajobs.gov:443/job/849573600
Physician (Emergency Medicine) -Service Chief,Veterans Health Administration,"Gainesville, Florida",VM,346000,400000,0602,2026-01-20,2026-12-31,https://www.usajobs.gov:443/job/854931600
Physician (Endocrinology),Veterans Health Administration,"Gainesville, Florida",VM,216145,315000,0602,2026-01-22,2026-12-31,https://www.usajobs.gov:443/job/855119900
Physician (Gastroenterologist),Veterans Health Administration,"Jacksonville, Florida",VM,291593,400000,0602,2026-02-03,2026-12-31,https://www.usajobs.gov:443/job/856299900
Physician (HBPC Medical Director),Veterans Health Administration,"Tuskegee, Alabama",VM,200000,320000,0602,2025-12-05,2026-09-30,https://www.usajobs.gov:443/job/851777600
Physician (Hematology/Oncology),Veterans Health Administration,"Miami, Florida",VM,123000,400000,0602,2026-01-12,2026-12-31,https://www.usajobs.gov:443/job/854140200
Physician (Neurology),Veterans Health Administration,"Augusta, Georgia",VM,250000,400000,0602,2025-11-18,2026-09-30,https://www.usajobs.gov:443/job/850401800
Physician (Neurology),Veterans Health Administration,"Bay Pines, Florida",VM,300000,330000,0602,2026-01-21,2026-12-31,https://www.usajobs.gov:443/job/855060100
Physician (Ophthalmologist),Veterans Health Administration,"Columbia, Missouri",AD,300000,375000,0602,2025-10-06,2026-06-26,https://www.usajobs.gov:443/job/847512000
Physician (Orthopedic Spine Surgeon),Veterans Health Administration,"Cincinnati, Ohio",VM,330000,390000,0602,2026-01-20,2026-12-31,https://www.usajobs.gov:443/job/854949200
Physician (Orthopedic Surgery),Veterans Health Administration,"Gainesville, Florida",VM,325000,400000,0602,2026-01-27,2026-12-31,https://www.usajobs.gov:443/job/855658200
Physician (Outpatient Spinal Cord),Veterans Health Administration,"Augusta, Georgia",VM,270000,315000,0602,2025-10-28,2026-09-30,https://www.usajobs.gov:443/job/848985300
Physician (Primary Care),Veterans Health Administration,"Bay Pines, Florida",VM,225000,400000,0602,2026-01-21,2026-07-31,https://www.usajobs.gov:443/job/854971900
Physician (Primary Care),Veterans Health Administration,"Cincinnati, Ohio",VM,225000,250000,0602,2026-01-14,2026-12-31,https://www.usajobs.gov:443/job/854523700
Physician (Primary Care),Veterans Health Administration,"Gainesville, Florida",VM,200000,400000,0602,2026-01-15,2026-09-30,https://www.usajobs.gov:443/job/854634500
Physician (Primary Care),Veterans Health Administration,"Port Charlotte, Florida",VM,225000,300000,0602,2026-01-14,2026-06-30,https://www.usajobs.gov:443/job/856113900
Physician (Primary Care),Veterans Health Administration,"Sebring, Florida",GS,225000,300000,0602,2026-01-15,2026-06-30,https://www.usajobs.gov:443/job/854654800
Physician (Primary Care),Veterans Health Administration,"Tallahassee, Florida",VM,225000,315000,0602,2026-01-14,2026-09-30,https://www.usajobs.gov:443/job/854461800
"Physician (Primary Care)  Hyannis, MA CBOC- EDRP & Recruitment Incentive Authorized",Veterans Health Administration,"Hyannis, Massachusetts",VM,275000,310000,0602,2025-11-12,2026-09-30,https://www.usajobs.gov:443/job/851264000
Physician (Psychiatrist),Veterans Health Administration,"Albuquerque, New Mexico",VM,250000,315000,0602,2026-02-03,2026-06-30,https://www.usajobs.gov:443/job/856339900
Physician (Psychiatrist),Veterans Health Administration,"Madison, Wisconsin",GS,204000,300000,0602,2025-10-28,2026-09-18,https://www.usajobs.gov:443/job/849031400
Physician (Psychiatry),Veterans Health Administration,"Gainesville, Florida",VM,260000,315000,0602,2026-01-13,2026-12-31,https://www.usajobs.gov:443/job/854320700
Physician (Psychiatry),Veterans Health Administration,"Ocala, Florida",VM,260000,315000,0602,2026-01-23,2026-12-31,https://www.usajobs.gov:443/job/855364000
Physician (Psychiatry),Veterans Health Administration,"The Villages, Florida",VM,260000,315000,0602,2026-01-12,2026-12-31,https://www.usajobs.gov:443/job/854225300
Physician (Radiologist) - Body Imaging/Chest Imaging,Veterans Health Administration,"Orlando, Florida",VM,350000,400000,0602,2026-02-04,2026-06-30,https://www.usajobs.gov:443/job/856552700
Physician (Radiology-Diagnostic),Veterans Health Administration,"Bay Pines, Florida",VM,375000,400000,0602,2026-02-04,2026-12-31,https://www.usajobs.gov:443/job/856561800
Physician (Radiology-Diagnostic),Veterans Health Administration,"Cape Coral, Florida",VM,375000,400000,0602,2026-02-04,2026-12-31,https://www.usajobs.gov:443/job/856562800
Physician (Radiology-Diagnostic),Veterans Health Administration,"Gainesville, Florida",VM,385000,400000,0602,2026-01-21,2026-12-31,https://www.usajobs.gov:443/job/855055300
Physician (Radiology-Diagnostic),Veterans Health Administration,"Lake City, Florida",VM,385000,400000,0602,2026-01-21,2026-12-31,https://www.usajobs.gov:443/job/855049800
Physician (Radiology-Diagnostic) - Assistant Chief,Veterans Health Administration,"Gainesville, Florida",VM,385000,400000,0602,2026-01-21,2026-12-31,https://www.usajobs.gov:443/job/855054100
Physician (Regular FT) Cardiologist Non-Invasive EDRP & Recruitment Incentive Authorized,Veterans Health Administration,"Providence, Rhode Island",VM,350000,375000,0602,2025-10-30,2026-09-30,https://www.usajobs.gov:443/job/849239600
Physician (Regular Ft)  PCMHI Psychiatrist,Veterans Health Administration,"Camp Springs, Maryland",VM,270000,300000,0602,2026-01-21,2026-09-30,https://www.usajobs.gov:443/job/854971100
Physician (Regular Ft) Chief of Diagnostic Services,Veterans Health Administration,"Clarksburg, West Virginia",VM,270000,400000,0602,2025-10-29,2026-09-30,https://www.usajobs.gov:443/job/849030000
Physician (Regular Ft) Pain Medicine,Veterans Health Administration,"Washington, District of Columbia",VM,320000,380000,0602,2026-01-09,2026-09-30,https://www.usajobs.gov:443/job/854041200
Physician (Rheumatologist),Veterans Health Administration,"Augusta, Georgia",VM,250000,315000,0602,2025-10-15,2026-09-30,https://www.usajobs.gov:443/job/848123500
Physician (Urologist),Veterans Health Administration,"Augusta, Georgia",VM,350000,400000,0602,2025-11-12,2026-09-30,https://www.usajobs.gov:443/job/849916100
